name,type,episodes,members,score_members,rating,genre,dates,Description,Image-SRC,english_name,url
Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,Movie,1.0,221745.0,113953.0,8.18,"['Fantasy', 'SliceofLife', 'Supernatural']",        Apr 2015 - Apr 2015,"[""After Akihito Kanbara reunites with Mirai Kuriyama—whom he believed had vanished after defeating Beyond the Boundary—he discovers a heartbreaking fact: Mirai has lost all memory of him, their friends, and her past as a Spirit Warrior. Akihito is utterly devastated, but realizes that she has a unique opportunity. Mirai can finally live the life of a normal girl—where she'll be completely devoid of the supernatural society that both shunned and used her. While it's all for the sake of Mirai's happiness, the price is costly—Akihito and his friends must keep her true origins a secret from her, and as a result avoid befriending her. \n\r\nHowever, the troubling memories of Mirai's old life gradually begin to resurface, and a mysterious new evil leads a group of shadow-like creatures into the city with the goal of seeking her out. As the situations become dire, Akihito must fight to protect himself, his closest friends, and Mirai—the bespectacled beauty he holds most dear. \n\r\n[Written by MAL Rewrite]""]",https://cdn.myanimelist.net/images/anime/9/72614.jpg,Beyond the Boundary: I'll Be Here - Future,https://myanimelist.net/anime/28675/Kyoukai_no_Kanata_Movie_2__Ill_Be_Here_-_Mirai-hen
Major: Message,OVA,1.0,27160.0,15741.0,8.18,"['Comedy', 'Drama', 'Sports', 'Shounen']",        Dec 2010 - Dec 2010,"[""Thirteen years after achieving major success with the Indiana Hornets, Gorou Honda's career as a pitcher ended abruptly after sustaining a horrible injury. Inspired by his father, who continued playing baseball despite major setbacks, Gorou plans to restart his baseball career and play in a new position. However, his strong dedication to train has puzzled his family, especially his young daughter Izumi, who is frustrated with the absence of her father from her lives. Faced by another tough obstacle, Gorou once again decides to prove his resolve through his beloved sport.\n\r\n[Written by MAL Rewrite]""]",https://cdn.myanimelist.net/images/anime/11/75219.jpg,,https://myanimelist.net/anime/9890/Major__Message
Detective Conan Movie 20: The Darkest Nightmare,Movie,1.0,33108.0,18346.0,8.17,"['Action', 'Mystery', 'Police', 'Shounen']",        Apr 2016 - Apr 2016,"['On a dark night, the Japanese police is raided by a spy. Different countries\' intelligence agencies—such as England\'s MI6, Germany\'s BND, and America\'s CIA—as well as the FBI\'s secret files are going to be taken, but public safety officers lead by Tooru Amuro arrive just in time. The spy steals a car and escapes. The spy and Amuro are then locked in a dead heat on the highway, and just as it is about to cause an accident with multiple cars, the spy\'s car is hit by FBI agent Shuichi Akai\'s rifle bullet and falls of the roadway.\r\nThe next day, Conan and his friends go to a newly-remodeled aquarium in Tokyo. Under the main attraction, a Ferris wheel, Conan finds an attractive woman alone and injured. Her left and right eyes are different colors.\n\r\nBut the woman is in a state of amnesia where she doesn\'t even remember her own name, and the cellphone she\'s carrying is broken. Conan and his friends promise to help her regain her memory, so they stay with her.\n\r\nThroughout all this, Vermouth is watching behind the scenes. Afterwards, she pulls out a silencer and speaks into an attached intercom, ""It\'s as planned, Gin.""']",https://cdn.myanimelist.net/images/anime/10/78894.jpg,,https://myanimelist.net/anime/32005/Detective_Conan_Movie_20__The_Darkest_Nightmare
Ouran Koukou Host Club,TV,26.0,957872.0,570910.0,8.17,"['Comedy', 'Romance', 'Harem', 'School', 'Shoujo']",        Apr 2006 - Sep 2006,"['Haruhi Fujioka is a bright scholarship candidate with no rank or title to speak of—a rare species at Ouran Academy, an elite school for students of high pedigree. When she opens the door to Music Room #3 hoping to find a quiet place to study, Haruhi unexpectedly stumbles upon the Host Club. Led by the princely Tamaki Suou, the club—whose other members include the ""Shadow King"" Kyouya Ootori; the mischievous Hitachiin twins, Kaoru and Hikaru; the childlike Mitsukuni Haninozuka, also known as ""Honey""; and his strong protector Takashi ""Mori"" Morinozuka—is where handsome boys with too much time on their hands entertain the girls in the academy.\n\r\nIn a frantic attempt to remove herself from the hosts, Haruhi ends up breaking a vase worth eight million yen and is forced into becoming the eccentric group\'s general errand boy to repay her enormous debt. However, thanks to her convincingly masculine appearance, her naturally genial disposition toward girls, and fascinating commoner status, she is soon promoted to full-time male host. And before long, Haruhi is plunged into a glitzy whirlwind of elaborate cosplays, rich food, and exciting shenanigans that only the immensely wealthy Host Club can pull off.\n\r\n[Written by MAL Rewrite]']",https://cdn.myanimelist.net/images/anime/2/71992.jpg,Ouran High School Host Club,https://myanimelist.net/anime/853/Ouran_Koukou_Host_Club
Tanoshii Muumin Ikka,TV,78.0,21080.0,9026.0,8.17,"['Adventure', 'Comedy', 'Fantasy', 'SliceofLife', 'Kids']",        Apr 1990 - Oct 1991,"['Spring has finally arrived in Moomin Valley, giving way to another great adventure for Moomintroll and the rest of its inhabitants. With Snufkin coming home from his winter migration, the locals of the valley finally begin to rise from their hibernation. Finding a mysterious hat, the Moomins cannot bring themselves to throw it away due to its fine quality, instead hoping to eventually find its owner. \n\r\nWhile playing games with his friends, Moomin tries to hide in the silk hat. When his friends come looking for him, they are shocked to discover that Moomin has transformed into a hideous creature. Examining himself in the mirror, he is disgusted to find himself completely unrecognizable.\n\r\nTransforming back to normal after scaring his friends and family, Moomin and Snufkin decide to toss the hat in the river. As it drifts away, they begin to wonder who the hat belonged to and whether its owner will return for their lost possession.\n\r\n[Written by MAL Rewrite]']",https://cdn.myanimelist.net/images/anime/13/26765.jpg,,https://myanimelist.net/anime/2150/Tanoshii_Muumin_Ikka
Working!!!: Lord of the Takanashi,Special,1.0,91078.0,52122.0,8.17,"['Comedy', 'Romance', 'SliceofLife', 'Seinen']",        Mar 2016 - Mar 2016,"['The light-hearted Working!! franchise comes to a close in this final episode of the concluding season. Will Aoi Yamada get the closure she so desperately needs with her distant mother? Will the relationship between Yachiyo Todoroki and Jun Satou continue to remain stagnant and awkward? Perhaps even Souta Takanashi and Mahiru Inami will take a step forward in deepening their eccentric friendship. And in the end, Wagnaria Restaurant might finally get a new chief!\n\r\nBeautifully connected, all these events intertwine to give these characters a final ending to their stories.\n\r\n[Written by MAL Rewrite]']",https://cdn.myanimelist.net/images/anime/10/79375.jpg,,https://myanimelist.net/anime/31715/Working__Lord_of_the_Takanashi
Nisemonogatari,TV,11.0,647789.0,379732.0,8.16,"['Comedy', 'Mystery', 'Supernatural', 'Ecchi']",        Jan 2012 - Mar 2012,"[""Surviving a vampire attack, meeting several girls plagued by supernatural entities, and just trying to get through life are some of the things high school student Koyomi Araragi has had to deal with lately. On top of all this, he wakes up one morning to find himself kidnapped and tied up by his girlfriend Hitagi Senjougahara. Having run afoul of Deishuu Kaiki, a swindler who conned Senjougahara's family, she has taken it upon herself to imprison Araragi to keep him safe from the con man. But when Araragi gets a frantic message from his sister Karen, he learns that the fraud has set his sights on her.\n\r\nAlong with Karen's troubles, his other sister, Tsukihi, is having issues of her own. And when two mysterious women who seem to know more than they should about Araragi and his special group of friends step into their lives, not even he could anticipate their true goals, nor the catastrophic truths soon to be revealed.\n\r\n[Written by MAL Rewrite]""]",https://cdn.myanimelist.net/images/anime/1044/103654.jpg,,https://myanimelist.net/anime/11597/Nisemonogatari
One Piece Film: Z,Movie,1.0,214105.0,136158.0,8.16,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen']",        Dec 2012 - Dec 2012,"['The Straw Hat Pirates enter the rough seas of the New World in search of the hidden treasures of the Pirate King, Gol D. Roger－One Piece. On their voyage, the pirates come across a terrifying, powerful man, former Marine Admiral Z.\n\r\nZ is accused of having stolen the ""Dyna Stones"", weapons believed to have the power to shake up the New World. The Marine Headquarters believes Z is about to use it to end the pirate era, and with it, the lives of many innocent people. In fear of such a phenomenal event, marines start to take action against the former admiral.\n\r\nEven if it means stumbling upon marines and the navy, the Straw Hat Pirates decided to chase after Z and stop him from causing havoc. As they continue to embark on their ventures, the pirates bump into new and familiar acquaintances.']",https://cdn.myanimelist.net/images/anime/6/44297.jpg,One Piece Film Z,https://myanimelist.net/anime/12859/One_Piece_Film__Z
Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,Movie,1.0,143142.0,71665.0,8.16,"['Action', 'Comedy', 'Mecha']",        Sep 2008 - Sep 2008,"[""Animation studio Gainax presented a website for the release of a movie adaptation of the Tengen Toppa Gurren Lagann TV series in the fall of 2008. Both the original director and series script editor will return to work on the new project. Gainax will also be hosting four events to celebrate this occasion at this year's Tokyo International Anime Fair, featuring voice actors from the anime.""]",https://cdn.myanimelist.net/images/anime/1270/115752.jpg,Gurren Lagann The Movie: Childhood's End,https://myanimelist.net/anime/4107/Tengen_Toppa_Gurren_Lagann_Movie_1__Gurren-hen
World Trigger 3rd Season,TV,12.0,52475.0,4996.0,8.16,"['Action', 'Sci-Fi', 'Supernatural', 'School', 'Shounen']",        Oct 2021 - ,['Third season of World Trigger.'],https://cdn.myanimelist.net/images/anime/1617/117474.jpg,,https://myanimelist.net/anime/44940/World_Trigger_3rd_Season
Akira,Movie,1.0,673364.0,406296.0,8.16,"['Action', 'Adventure', 'Horror', 'Sci-Fi', 'Supernatural', 'Military', 'Seinen']",        Jul 1988 - Jul 1988,"['Japan, 1988. An explosion caused by a young boy with psychic powers tears through the city of Tokyo and ignites the fuse that leads to World War III. In order to prevent any further destruction, he is captured and taken into custody, never to be heard from again. Now, in the year 2019, a restored version of the city known as Neo-Tokyo—an area rife with gang violence and terrorism against the current government—stands in its place. Here, Shoutarou Kaneda leads ""the Capsules,"" a group of misfits known for riding large, custom motorcycles and being in constant conflict with their rivals ""the Clowns.""\n\r\nDuring one of these battles, Shoutarou\'s best friend Tetsuo Shima is caught up in an accident with an esper who finds himself in the streets of Tokyo after escaping confinement from a government institution. Through this encounter, Tetsuo begins to develop his own mysterious abilities, as the government seeks to quarantine this latest psychic in a desperate attempt to prevent him from unleashing the destructive power that could once again bring the city to its knees.\n\r\n[Written by MAL Rewrite]']",https://cdn.myanimelist.net/images/anime/2/82596.jpg,,https://myanimelist.net/anime/47/Akira
Detective Conan,TV,0.0,291361.0,134617.0,8.16,"['Adventure', 'Comedy', 'Mystery', 'Police', 'Shounen']",        Jan 1996 - ,"[""Shinichi Kudou, a high school student of astounding talent in detective work, is well known for having solved several challenging cases. One day, when Shinichi spots two suspicious men and decides to follow them, he inadvertently becomes witness to a disturbing illegal activity. Unfortunately, he is caught in the act, so the men dose him with an experimental drug formulated by their criminal organization, leaving him to his death. However, to his own astonishment, Shinichi lives to see another day, but now in the body of a seven-year-old child.\n\r\nPerfectly preserving his original intelligence, he hides his real identity from everyone, including his childhood friend Ran Mouri and her father, private detective Kogorou Mouri. To this end, he takes on the alias of Conan Edogawa, inspired by the mystery writers Arthur Conan Doyle and Ranpo Edogawa.\n\nDetective Conan follows Shinichi who, as Conan, starts secretly solving the senior Mouri's cases from behind the scenes with his still exceptional sleuthing skills, while covertly investigating the organization responsible for his current state, hoping to reverse the drug's effects someday.\n\r\n[Written by MAL Rewrite]""]",https://cdn.myanimelist.net/images/anime/7/75199.jpg,Case Closed,https://myanimelist.net/anime/235/Detective_Conan
Gankutsuou,TV,24.0,215927.0,62662.0,8.16,"['Drama', 'Mystery', 'Sci-Fi', 'Supernatural', 'Suspense']",        Oct 2004 - Mar 2005,"[""In the year 5053, French aristocrats Viscount Albert de Morcerf and Baron Franz d'Epinay attend the festival of Carnival on the moon city of Luna. While Franz is just looking to have fun, Albert is seeking something more to fill his life—but he finds more than he bargained for in The Count of Monte Cristo, a mysterious and charming self-made nobleman who meets his gaze during an opera performance.\n\r\nThrough a few twists and turns, Albert befriends the Count and introduces him into French society. The Count, however, has more on his mind than just friendship; he plots to finally unleash his vengeance on those who wronged him years earlier. Gankutsuou follows Albert and the Count's intertwined destinies and the ultimate price paid for enacting revenge.\n\r\n[Written by MAL Rewrite]""]",https://cdn.myanimelist.net/images/anime/10/2235.jpg,Gankutsuou: The Count of Monte Cristo,https://myanimelist.net/anime/239/Gankutsuou
K-On!!,TV,26.0,588528.0,316660.0,8.16,"['Comedy', 'SliceofLife', 'Music', 'School']",        Apr 2010 - Sep 2010,"['It is the new year, which means that the senior members of the Light Music Club are now third-years, with Azusa Nakano being the only second-year. The seniors soon realize that Azusa will be the only member left once they graduate and decide to recruit new members. Despite trying many methods of attracting underclassmen—handing out fliers, bringing people into the clubroom, and performing at the welcoming ceremony—there are no signs of anyone that plans to join.\n\r\nWhile heading to the clubroom, Azusa overhears Yui Hirasawa say that the club is fine with only five people and that they can do many fun things together. Changing her mind, she decides that they do not need to recruit any members for the time being. \n\nK-On!! revolves around the members of the Light Music Club as they experience their daily high school life. From rehearsing for concerts to just messing around, they are ready to make their last year together an exciting one!\n\r\n[Written by MAL Rewrite]']",https://cdn.myanimelist.net/images/anime/12/76121.jpg,K-ON! Season 2,https://myanimelist.net/anime/7791/K-On
Lupin III: Part 5,TV,24.0,35329.0,12310.0,8.16,"['Action', 'Adventure', 'Comedy', 'Mystery', 'Seinen']",        Apr 2018 - Sep 2018,"[""Genius thief Arsene Lupin III—along with the usual crew of Goemon Ishikawa XIII, Fujiko Mine, and Daisuke Jigen—finds himself in modern-day France, where he encounters both new and old adversaries, with Inspector Kouichi Zenigata still hot on his trail. As they steal from darker, more sinister entities, they will also have to find a way to deal with the newest technology in their escapades, as well as face the ghosts of their pasts. However, this time, Lupin's choices begin to catch up with him as his pursuers use every tool at their disposal to take him down once and for all.\n\r\n[Written by MAL Rewrite]""]",https://cdn.myanimelist.net/images/anime/1235/91028.jpg,Lupin the Third Part 5,https://myanimelist.net/anime/35857/Lupin_III__Part_5
5-toubun no Hanayome ∬,TV,12.0,481649.0,263996.0,8.15,"['Comedy', 'Romance', 'Harem', 'School', 'Shounen']",        Jan 2021 - Mar 2021,"[""Through their tutor Fuutarou Uesugi's diligent guidance, the Nakano quintuplets' academic performance shows signs of improvement, even if their path to graduation is still rocky. However, as they continue to cause various situations that delay any actual tutoring, Fuutarou becomes increasingly involved with their personal lives, further complicating their relationship with each other.\n\r\nOn another note, Fuutarou slowly begins to realize the existence of a possible connection between him and the past he believes to have shared with one of the five girls. With everyone's feelings beginning to develop and overlap, will they be able to keep their bond strictly to that of a teacher and his students—or will it mature into something else entirely?\n\r\n[Written by MAL Rewrite]""]",https://cdn.myanimelist.net/images/anime/1775/109514.jpg,The Quintessential Quintuplets 2,https://myanimelist.net/anime/39783/5-toubun_no_Hanayome_∬
Cardcaptor Sakura,TV,70.0,375422.0,180068.0,8.15,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance', 'School', 'Shoujo']",        Apr 1998 - Mar 2000,"['Sakura Kinomoto is your garden-variety ten-year-old fourth grader, until one day, she stumbles upon a mysterious book containing a set of cards. Unfortunately, she has little time to divine what the cards mean because she accidentally stirs up a magical gust of wind and unintentionally scatters the cards all over the world. Suddenly awakened from the book, the Beast of the Seal, Keroberos (nicknamed Kero-chan), tells Sakura that she has released the mystical Clow Cards created by the sorcerer Clow Reed. The Cards are no ordinary playthings. Each of them possesses incredible powers, and because they like acting independently, Clow sealed all the Cards within a book. Now that the Cards are set free, they pose a grave danger upon the world, and it is up to Sakura to prevent the Cards from causing a catastrophe!\n\r\nAppointing Sakura the title of ""the Cardcaptor"" and granting her the Sealed Key, Keroberos tasks her with finding and recapturing all the Cards. Alongside her best friend Tomoyo Daidouji, and with Kero-chan\'s guidance, Sakura must learn to balance her new secret duty with the everyday troubles of a young girl involving love, family, and school, all while she takes flight on her magical adventures as Sakura the Cardcaptor.\n\r\n[Written by MAL Rewrite]']",https://cdn.myanimelist.net/images/anime/8/60781.jpg,,https://myanimelist.net/anime/232/Cardcaptor_Sakura
Douluo Dalu: Jingying Sai,ONA,52.0,12538.0,4649.0,8.15,"['Action', 'Adventure', 'Fantasy', 'Supernatural', 'Historical', 'MartialArts']",        Dec 2018 - Nov 2019,['Second part of Douluo Dalu.'],https://cdn.myanimelist.net/images/anime/1538/93566.jpg,,https://myanimelist.net/anime/37822/Douluo_Dalu__Jingying_Sai
Dragon Ball Z,TV,291.0,1038015.0,701312.0,8.15,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'MartialArts', 'SuperPower', 'Shounen']",        Apr 1989 - Jan 1996,"[""Five years after winning the World Martial Arts tournament, Gokuu is now living a peaceful life with his wife and son. This changes, however, with the arrival of a mysterious enemy named Raditz who presents himself as Gokuu's long-lost brother. He reveals that Gokuu is a warrior from the once powerful but now virtually extinct Saiyan race, whose homeworld was completely annihilated. When he was sent to Earth as a baby, Gokuu's sole purpose was to conquer and destroy the planet; but after suffering amnesia from a head injury, his violent and savage nature changed, and instead was raised as a kind and well-mannered boy, now fighting to protect others.\n\r\nWith his failed attempt at forcibly recruiting Gokuu as an ally, Raditz warns Gokuu's friends of a new threat that's rapidly approaching Earth—one that could plunge Earth into an intergalactic conflict and cause the heavens themselves to shake. A war will be fought over the seven mystical dragon balls, and only the strongest will survive in Dragon Ball Z.\n\r\n[Written by MAL Rewrite]""]",https://cdn.myanimelist.net/images/anime/1607/117271.jpg,,https://myanimelist.net/anime/813/Dragon_Ball_Z
Eizouken ni wa Te wo Dasu na!,TV,12.0,267681.0,102918.0,8.15,"['Adventure', 'Comedy', 'School', 'Seinen']",        Jan 2020 - Mar 2020,"['Midori Asakusa sees the world a bit differently. Always having her nose in a sketchbook, Asakusa draws detailed landscapes and backgrounds of both the world around her and the one within her boundless imagination. Even the simple act of doodling on a wall evolves into an emergency repair on the outer hull of her spaceship. She is only brought back to reality by her best friend Sayaka Kanamori. The pair are stark opposites, with Asakusa\'s childlike wonder contrasted by Kanamori\'s calculated approach to life. \n\r\nAfter a chance encounter where the two ""save"" the young model Tsubame Misuzaki from her overprotective bodyguard, a connection instantly sparks between Asakusa and Misuzaki, as both share an intense passion for art and animation. Whereas Asakusa is interested in backgrounds and settings, Misuzaki loves drawing the human form. Sensing a money-making opportunity, Kanamori suggests that they start an animation club, which they disguise as a motion picture club since the school already has an anime club. Thus begins the trio\'s journey of producing animation that will awe the world. \n\r\nFrom the brilliant mind of Masaaki Yuasa, Eizouken ni wa Te wo Dasu na! is a love letter to animation, wildly creative in its approach, and a testament to the potential of the medium.\n\r\n[Written by MAL Rewrite]']",https://cdn.myanimelist.net/images/anime/1680/110451.jpg,Keep Your Hands Off Eizouken!,https://myanimelist.net/anime/39792/Eizouken_ni_wa_Te_wo_Dasu_na
Given Movie,Movie,1.0,153977.0,76630.0,8.15,"['BoysLove', 'Drama', 'Romance', 'SliceofLife', 'Music']",        Aug 2020 - Aug 2020,"['The band ""given""—comprised of Ritsuka Uenoyama, Mafuyu Satou, Haruki Nakayama, and Akihiko Kaji—has advanced to the final screening of the Countdown-fes Amateur Contest, in which they will be judged on their live act. Although enthusiastic, they worry about having only one original song to perform.\n\r\nMafuyu embraces the idea of learning more about music in order to create new, emotionally resonant songs. In this regard, he unexpectedly receives help from Ugetsu Murata, Akihiko\'s on-again, off-again lover. Ugetsu has unsuccessfully tried to let go of Akihiko, who himself is torn between lingering feelings for his past and an uncertain resolve for the future.\n\r\nAs the competition draws near, Haruki uncharacteristically begins to doubt his place in the band and the trust he shares with Akihiko. It is a given that not all attachments last forever, but it remains to be seen what can be salvaged from the ruins of heartbreak—or if only regrets will endure.\n\r\n[Written by MAL Rewrite]']",https://cdn.myanimelist.net/images/anime/1648/111422.jpg,,https://myanimelist.net/anime/40421/Given_Movie
IDOLiSH7: Second Beat!,TV,15.0,21332.0,6026.0,8.15,"['Drama', 'Music']",        Apr 2020 - Dec 2020,"[""Following their performance at the Black or White event, the idol group IDOLiSH7 is at the height of its popularity, with offers for various concerts and work coming in every day, much to the joy of the seven boys and their manager. However, as their fame continues to rise, Riku Nanase's health begins worsening due to the heavy workload.\n\r\nWith the gigantic idol duo Re:vale showing interest in the group and the reopening event of the Zero Arena coming up, IDOLiSH7: Second Beat follows IDOLiSH7 as they not only struggle to adapt to the challenges of the idol life but also to face their personal troubles, all while continuously meeting the expectations of their treasured fans.\n\r\n[Written by MAL Rewrite]""]",https://cdn.myanimelist.net/images/anime/1962/106361.jpg,IDOLiSH7 Second BEAT!,https://myanimelist.net/anime/37962/IDOLiSH7__Second_Beat
Kaiba,TV,12.0,127584.0,36596.0,8.15,"['Adventure', 'Mystery', 'Romance', 'Sci-Fi']",        Apr 2008 - Jul 2008,"['In a world where memories exist in memory chips separate from the body, death of the body no longer means death of the soul. It is possible for memories to be viewed, altered, and transferred between bodies. These memory chips are used by the rich to obtain eternal lives in carefully selected bodies, while for the poor, selling their own bodies and conserving their souls in the chips often become the only way to earn a living. An electrolytic cloud in the sky serves as a barrier between the heavens of the fortunate and the underworld of the destitute, making this social division impregnable. \n\r\nOne day, a man named Kaiba wakes up in an empty room with no memories, a mysterious hole in his chest, and a locket holding the picture of an unknown woman. After escaping an attack and stumbling upon a decrepit village of underworld residents, he begins his adventure across the different planets of this strange universe to find out more about his own identity and the woman he once knew.\n\r\nThrough a journey of self-discovery and acceptance, Kaiba weaves together tales of souls and spirits and explores the importance of memories.\n\r\n[Written by MAL Rewrite]']",https://cdn.myanimelist.net/images/anime/7/13193.jpg,,https://myanimelist.net/anime/3701/Kaiba
Katekyo Hitman Reborn!,TV,203.0,501302.0,211029.0,8.15,"['Action', 'Comedy', 'SuperPower', 'Shounen']",        Oct 2006 - Sep 2010,"['There is no putting it lightly—Tsunayoshi Sawada is just no good. He is clumsy, talentless, and desperately in love with the school idol Kyouko Sasagawa, a girl so completely out of his league. Dubbed ""Loser Tsuna"" by his classmates, he seems to be the very personification of failure in the guise of a middle-schooler.\n\r\nTsuna\'s boring life takes an extraordinary twist when he encounters the mysterious Reborn, who happens to be a hitman... and shockingly, a baby! Sent from the strongest Mafia family in Italy, Reborn is assigned the daunting mission of preparing the dull middle schooler to succeed the ninth boss of the notorious Vongola family, who is on the brink of retirement. The dull boy has a grueling road ahead, but with the help of his new criminal affiliates and his peculiar home tutor, perhaps even Loser Tsuna can achieve greatness.\n\r\n[Written by MAL Rewrite]']",https://cdn.myanimelist.net/images/anime/13/80000.jpg,Reborn!,https://myanimelist.net/anime/1604/Katekyo_Hitman_Reborn
Lupin III: Cagliostro no Shiro,Movie,1.0,96857.0,61280.0,8.15,"['Action', 'Adventure', 'Comedy', 'Mystery', 'Seinen']",        Dec 1979 - Dec 1979,"['Arsene Lupin III discovers that the spoils from his latest casino robbery are actually ""Gothic Bills,"" legendary counterfeits that are nigh impossible to distinguish from genuine bills. Together with colleague Daisuke Jigen, he heads to the small nation of Cagliostro to investigate the origin of these counterfeits. Upon arrival, they save a girl from a high-speed chase who turns out to be Clarisse d\' Cagliostro, the daughter of the late Duke d\' Cagliostro. She is running from a sinister plot by Count Cagliostro to steal her family\'s treasure through a forced marriage.\n\r\nNatural flirt Lupin dislikes seeing a girl in distress and seeks to remedy the situation. Goemon Ishikawa XIII, Fujiko Mine, and Kouichi Zenigata also join the fray, each with their own motivations. As everyone converges at Cagliostro Castle, Lupin reminisces about his visit there 10 years ago, and the castle\'s secrets emerge from the depths.\n\r\n[Written by MAL Rewrite]']",https://cdn.myanimelist.net/images/anime/5/26182.jpg,Lupin III: The Castle of Cagliostro,https://myanimelist.net/anime/1430/Lupin_III__Cagliostro_no_Shiro
Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,Movie,1.0,21646.0,9575.0,8.15,"['Action', 'Comedy', 'Drama', 'Sci-Fi']",        Jul 2012 - Jul 2012,"['Six months have passed since the events in the previous movie. Fate has returned to Uminari City with Lindy as her legal guardian and is living the life of a normal elementary schoolgirl along with Nanoha and her friends. The reunion between the two new-found friends is cut short, however, when they are assaulted by four ancient magic users who identify themselves as the Wolkenritter. As the motives behind the actions of the Wolkenritter become clear, Nanoha and Fate find themselves in a race against time to stop the reactivation of a highly dangerous artifact known as The Book of Darkness.\n\r\n(Source: ANN)']",https://cdn.myanimelist.net/images/anime/1511/94432.jpg,Magical Girl Lyrical Nanoha: The Movie 2nd A's,https://myanimelist.net/anime/10153/Mahou_Shoujo_Lyrical_Nanoha__The_Movie_2nd_As
Nodame Cantabile: Paris-hen,TV,11.0,114034.0,69282.0,8.15,"['Comedy', 'Romance', 'SliceofLife', 'Music', 'Josei']",        Oct 2008 - Dec 2008,"['Shinichi Chiaki conquers his fear of flying, and Megumi ""Nodame"" Noda\'s exceptional performance at a piano competition earns her an invitation to study at the prestigious Conservatoire de Paris. The pair go to Paris together to take the next step in their careers: Chiaki as a new rising conductor under the wing of the great maestro Franz von Stresemann, and Nodame as a pupil of the esteemed piano professor Charles Auclair.\n\r\nBut, of course, the music world is much bigger than the two of them could have ever imagined. Chiaki and Nodame, alongside old friends and new rivals, must fight and persevere to reach the dazzling musical heights that await them while never losing sight of what matters most.\n\r\n[Written by MAL Rewrite]']",https://cdn.myanimelist.net/images/anime/4/11918.jpg,,https://myanimelist.net/anime/4477/Nodame_Cantabile__Paris-hen
Seirei no Moribito,TV,26.0,193810.0,67269.0,8.15,"['Action', 'Adventure', 'Fantasy', 'Historical']",        Apr 2007 - Sep 2007,"[""On the precipice of a cataclysmic drought, the Star Readers of the Shin Yogo Empire must devise a plan to avoid widespread famine. It is written in ancient myths that the first emperor, along with eight warriors, slew a water demon to avoid a great drought and save the land that was to become Shin Yogo. If a water demon was to appear once more, its death could bring salvation. However, the water demon manifests itself within the body of the emperor's son, Prince Chagum—by the emperor's order, Chagum is to be sacrificed to save the empire.\n\r\nMeanwhile, a mysterious spear-wielding mercenary named Balsa arrives in Shin Yogo on business. After saving Chagum from a thinly veiled assassination attempt, she is tasked by Chagum's mother to protect him from the emperor and his hunters. Bound by a sacred vow she once made, Balsa accepts.\n\nSeirei no Moribito follows Balsa as she embarks on her journey to protect Chagum, exploring the beauty of life, nature, family, and the bonds that form between strangers.\n\r\n[Written by MAL Rewrite]""]",https://cdn.myanimelist.net/images/anime/4/50337.jpg,Moribito - Guardian of the Spirit,https://myanimelist.net/anime/1827/Seirei_no_Moribito
Toki wo Kakeru Shoujo,Movie,1.0,691242.0,402519.0,8.15,"['Drama', 'Romance', 'Sci-Fi', 'School']",        Jul 2006 - Jul 2006,"[""Makoto Konno is in her last year of high school, but is having a hard time deciding what to do with her future. In between enduring the pressure of her teachers and killing time with her best friends, Makoto's life suddenly changes when she accidentally discovers that she is capable of literally leaping through time.\n\nToki wo Kakeru Shoujo follows Makoto as she plays around with her newfound power. However, she soon learns the hard way that every choice has a consequence, and time is a lot more complicated than it may seem.\n\r\n[Written by MAL Rewrite]""]",https://cdn.myanimelist.net/images/anime/1/2432.jpg,The Girl Who Leapt Through Time,https://myanimelist.net/anime/2236/Toki_wo_Kakeru_Shoujo
One Piece Film: Strong World,Movie,1.0,198494.0,124141.0,8.14,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen']",        Dec 2009 - Dec 2009,"['Upon hearing news that islands in East Blue are being destroyed, Monkey D. Luffy and his crew go to investigate. On their way, however, an outlandish pirate ship appears out of the sky, helmed by the infamous pirate Shiki ""the Golden Lion""—a man who ate the Float-Float Fruit and the first ever prisoner to escape from Impel Down. In his quest to defeat the World Government, Shiki kidnaps Nami to be his own navigator and sends the rest of the Straw Hat Pirates to his floating islands as hostages, leaving her in a dilemma. Separated in a land under Shiki\'s absolute control, Luffy and his crew must survive the mystifying terrain in order to bring back their navigator and friend.\n\r\n[Written by MAL Rewrite]']",https://cdn.myanimelist.net/images/anime/12/75894.jpg,One Piece Film Strong World,https://myanimelist.net/anime/4155/One_Piece_Film__Strong_World
